08/12/20,13:34,0.00
08/14/20,19:24,0.01
08/27/20,09:24,0.01
08/27/20,09:26,0.01
08/27/20,09:30,0.01
08/27/20,09:59,0.01
08/27/20,11:36,0.01
08/27/20,11:45,0.01
08/27/20,11:55,0.01
08/27/20,12:00,0.01
08/27/20,12:03,0.01
08/27/20,12:06,0.01
08/27/20,12:09,0.01
08/27/20,12:13,0.01
08/27/20,12:17,0.01
08/27/20,12:20,0.01
08/27/20,12:23,0.01
08/27/20,12:26,0.01
08/27/20,12:30,0.01
08/27/20,12:35,0.01
08/27/20,12:39,0.01
08/27/20,12:45,0.01
08/27/20,12:48,0.01
08/27/20,12:50,0.01
08/27/20,12:53,0.01
08/27/20,12:56,0.01
08/27/20,12:57,0.01
08/27/20,12:59,0.01
08/27/20,13:02,0.01
08/27/20,13:05,0.01
08/27/20,13:07,0.01
08/27/20,13:11,0.01
08/27/20,13:14,0.01
08/27/20,13:17,0.01
08/27/20,13:20,0.01
08/27/20,13:23,0.01
08/27/20,13:25,0.01
08/27/20,13:27,0.01
08/27/20,13:29,0.01
08/27/20,13:30,0.01
08/27/20,13:32,0.01
08/27/20,13:33,0.01
08/27/20,13:35,0.01
08/27/20,13:36,0.01
08/27/20,13:38,0.01
08/27/20,13:39,0.01
08/27/20,13:41,0.01
08/27/20,13:43,0.01
08/27/20,13:44,0.01
08/27/20,13:46,0.01
08/27/20,13:47,0.01
08/27/20,13:49,0.01
08/27/20,13:50,0.01
08/27/20,13:51,0.01
08/27/20,13:53,0.01
08/27/20,13:54,0.01
08/27/20,13:55,0.01
08/27/20,13:57,0.01
08/27/20,14:02,0.01
08/27/20,14:12,0.01
08/27/20,14:20,0.01
08/27/20,14:25,0.01
08/27/20,14:30,0.01
08/27/20,14:34,0.01
08/27/20,14:38,0.01
08/27/20,14:41,0.01
08/27/20,14:43,0.01
08/27/20,14:47,0.01
08/27/20,14:49,0.01
08/27/20,14:53,0.01
08/27/20,14:55,0.01
08/27/20,14:59,0.01
08/27/20,15:05,0.01
08/27/20,15:10,0.01
08/27/20,15:13,0.01
08/27/20,15:17,0.01
08/27/20,15:21,0.01
08/27/20,15:25,0.01
08/27/20,15:33,0.01
08/27/20,15:38,0.01
08/27/20,15:58,0.01
08/27/20,18:15,0.01
08/27/20,19:17,0.01
08/27/20,19:50,0.01
08/27/20,20:14,0.01
08/27/20,20:25,0.01
08/27/20,20:26,0.01
08/27/20,20:28,0.01
08/27/20,20:30,0.01
08/27/20,20:32,0.01
08/27/20,20:33,0.02
08/27/20,20:34,0.01
08/27/20,20:35,0.02
08/27/20,20:36,0.01
08/27/20,20:37,0.01
08/27/20,20:38,0.02
08/27/20,20:40,0.01
08/27/20,20:42,0.01
08/27/20,20:47,0.01
08/27/20,20:48,0.02
08/27/20,20:49,0.03
08/27/20,20:50,0.03
08/27/20,20:51,0.03
08/27/20,20:52,0.02
08/27/20,20:53,0.02
08/27/20,20:54,0.02
08/27/20,20:55,0.01
08/27/20,20:56,0.01
08/27/20,20:57,0.01
08/27/20,20:58,0.01
08/27/20,21:01,0.01
08/27/20,21:06,0.01
08/27/20,21:18,0.01
08/27/20,21:22,0.01
08/27/20,21:25,0.01
08/27/20,21:27,0.01
08/27/20,21:35,0.01
08/27/20,21:37,0.01
08/27/20,21:39,0.01
08/27/20,21:40,0.02
08/27/20,21:41,0.01
08/27/20,21:42,0.02
08/27/20,21:44,0.01
08/27/20,21:45,0.01
08/27/20,21:46,0.01
08/27/20,21:47,0.01
08/27/20,21:50,0.01
08/27/20,21:56,0.01
08/27/20,22:00,0.01
08/27/20,22:02,0.01
08/27/20,22:05,0.01
08/27/20,22:06,0.01
08/27/20,22:09,0.01
08/27/20,22:12,0.01
08/27/20,23:13,0.01
08/27/20,23:15,0.01
08/27/20,23:59,0.01
