07/02/19,16:11,0.00
07/12/19,08:39,0.01
07/22/19,03:46,0.01
07/22/19,04:17,0.02
07/22/19,04:18,0.01
07/22/19,04:19,0.01
07/22/19,04:20,0.01
07/22/19,04:21,0.02
07/22/19,04:22,0.01
07/22/19,04:25,0.01
07/22/19,04:26,0.01
07/22/19,04:28,0.01
07/22/19,04:34,0.01
07/22/19,04:39,0.01
07/22/19,04:40,0.01
07/22/19,04:41,0.01
07/22/19,04:42,0.01
07/22/19,04:43,0.01
07/22/19,04:44,0.02
07/22/19,04:45,0.02
07/22/19,04:47,0.01
07/22/19,04:50,0.01
07/22/19,05:06,0.01
07/22/19,05:41,0.02
07/22/19,05:42,0.04
07/22/19,05:43,0.03
07/22/19,05:44,0.01
07/22/19,05:47,0.01
07/22/19,05:59,0.01
07/22/19,06:03,0.01
07/22/19,06:12,0.01
07/22/19,06:15,0.01
07/22/19,06:16,0.01
07/22/19,06:17,0.01
07/22/19,06:18,0.01
07/22/19,06:21,0.01
07/22/19,06:30,0.01
07/22/19,06:36,0.01
07/22/19,06:40,0.01
07/22/19,06:47,0.01
07/22/19,08:06,0.01
07/22/19,08:07,0.01
07/22/19,08:08,0.01
07/22/19,08:09,0.01
07/22/19,08:10,0.02
07/22/19,08:11,0.01
07/22/19,08:12,0.01
07/22/19,08:14,0.01
07/22/19,08:21,0.01
07/23/19,14:04,0.01
07/23/19,14:09,0.01
07/23/19,15:12,0.01
07/23/19,15:44,0.01
07/23/19,17:57,0.01
07/23/19,18:13,0.01
07/23/19,18:24,0.01
07/23/19,21:40,0.01
07/24/19,05:23,0.01
07/24/19,06:41,0.01
07/24/19,07:43,0.01
07/24/19,07:53,0.01
07/24/19,08:11,0.01
07/24/19,08:26,0.01
07/24/19,08:39,0.01
07/24/19,08:45,0.01
07/24/19,08:50,0.01
07/24/19,08:54,0.01
07/24/19,08:58,0.01
07/24/19,09:03,0.01
07/24/19,09:11,0.01
07/24/19,09:46,0.01
07/24/19,10:31,0.01
07/24/19,10:42,0.01
07/24/19,10:54,0.01
07/24/19,11:11,0.01
07/24/19,11:22,0.01
07/24/19,11:31,0.01
07/24/19,11:52,0.01
07/24/19,13:19,0.01
07/24/19,13:31,0.01
07/24/19,13:38,0.01
07/24/19,13:48,0.01
07/24/19,14:04,0.01
07/24/19,14:24,0.01
07/24/19,14:38,0.01
07/24/19,14:43,0.01
07/24/19,14:51,0.01
07/24/19,14:57,0.01
07/24/19,15:02,0.01
07/24/19,15:09,0.01
07/24/19,15:18,0.01
07/24/19,15:26,0.01
07/24/19,15:28,0.01
07/24/19,15:31,0.01
07/24/19,15:35,0.01
07/24/19,15:39,0.01
07/24/19,15:44,0.01
07/24/19,15:52,0.01
07/24/19,16:08,0.01
07/24/19,16:32,0.01
07/24/19,17:01,0.01
07/24/19,17:38,0.01
07/24/19,18:04,0.01
07/24/19,18:40,0.01
07/24/19,18:48,0.01
07/24/19,18:51,0.01
07/24/19,18:54,0.01
07/24/19,19:02,0.01
07/24/19,19:07,0.01
07/24/19,19:13,0.01
07/24/19,19:18,0.01
07/24/19,19:26,0.01
07/24/19,19:37,0.01
07/24/19,20:08,0.01
07/24/19,23:14,0.01
07/24/19,23:26,0.01
07/24/19,23:36,0.01
07/24/19,23:48,0.01
07/24/19,23:56,0.01
07/25/19,00:07,0.01
07/25/19,00:21,0.01
07/25/19,00:36,0.01
07/25/19,00:51,0.01
07/25/19,01:07,0.01
07/25/19,01:25,0.01
07/25/19,01:40,0.01
07/25/19,01:52,0.01
07/25/19,02:04,0.01
07/25/19,02:20,0.01
07/25/19,02:27,0.01
07/25/19,02:31,0.01
07/25/19,02:35,0.01
07/25/19,02:40,0.01
07/25/19,02:44,0.01
07/25/19,02:47,0.01
07/25/19,02:51,0.01
07/25/19,02:55,0.01
07/25/19,03:00,0.01
07/25/19,03:04,0.01
07/25/19,03:08,0.01
07/25/19,03:12,0.01
07/25/19,03:16,0.01
07/25/19,03:19,0.01
07/25/19,03:23,0.01
07/25/19,03:27,0.01
07/25/19,03:31,0.01
07/25/19,03:35,0.01
07/25/19,03:40,0.01
07/25/19,03:44,0.01
07/25/19,03:48,0.01
07/25/19,03:52,0.01
07/25/19,03:56,0.01
07/25/19,04:01,0.01
07/25/19,04:05,0.01
07/25/19,04:08,0.01
07/25/19,04:12,0.01
07/25/19,04:15,0.01
07/25/19,04:19,0.01
07/25/19,04:23,0.01
07/25/19,04:27,0.01
07/25/19,04:30,0.01
07/25/19,04:33,0.01
07/25/19,04:37,0.01
07/25/19,04:42,0.01
07/25/19,04:47,0.01
07/25/19,04:54,0.01
07/25/19,05:01,0.01
07/25/19,05:07,0.01
07/25/19,05:12,0.01
07/25/19,05:17,0.01
07/25/19,05:21,0.01
07/25/19,05:24,0.01
07/25/19,05:27,0.01
07/25/19,05:30,0.01
07/25/19,05:33,0.01
07/25/19,05:36,0.01
07/25/19,05:39,0.01
07/25/19,05:43,0.01
07/25/19,05:45,0.01
07/25/19,05:47,0.01
07/25/19,05:49,0.01
07/25/19,05:52,0.01
07/25/19,05:54,0.01
07/25/19,05:56,0.01
07/25/19,05:59,0.01
07/25/19,06:03,0.01
07/25/19,06:07,0.01
07/25/19,06:10,0.01
07/25/19,06:13,0.01
07/25/19,06:17,0.01
07/25/19,06:20,0.01
07/25/19,06:23,0.01
07/25/19,06:27,0.01
07/25/19,06:31,0.01
07/25/19,06:35,0.01
07/25/19,06:40,0.01
07/25/19,06:44,0.01
07/25/19,06:49,0.01
07/25/19,06:54,0.01
07/25/19,07:02,0.01
07/25/19,07:08,0.01
07/25/19,07:15,0.01
07/25/19,07:20,0.01
07/25/19,07:28,0.01
07/25/19,07:41,0.01
07/25/19,07:53,0.01
07/25/19,08:24,0.01
07/25/19,09:02,0.01
07/25/19,09:17,0.01
07/25/19,09:19,0.01
07/25/19,09:22,0.01
07/25/19,09:26,0.01
07/25/19,09:29,0.01
07/25/19,09:33,0.01
07/25/19,09:37,0.01
07/25/19,09:41,0.01
07/25/19,09:46,0.01
07/25/19,09:52,0.01
07/25/19,09:56,0.01
07/25/19,10:02,0.01
07/25/19,10:06,0.01
07/25/19,10:10,0.01
07/25/19,10:14,0.01
07/25/19,10:21,0.01
07/25/19,10:35,0.01
07/25/19,13:45,0.01
07/25/19,15:16,0.01
07/25/19,16:25,0.01
07/25/19,17:37,0.01
07/25/19,20:36,0.01
07/25/19,23:49,0.01
07/26/19,00:14,0.01
07/26/19,00:55,0.01
07/26/19,01:04,0.01
07/26/19,01:40,0.01
07/26/19,02:20,0.01
07/26/19,02:44,0.01
07/26/19,08:34,0.01
07/27/19,07:53,0.01
07/27/19,08:57,0.01
07/27/19,09:33,0.01
07/27/19,11:32,0.01
08/01/19,04:58,0.01
08/01/19,04:59,0.04
08/01/19,05:00,0.02
08/01/19,05:01,0.01
08/01/19,05:03,0.01
08/01/19,05:06,0.01
08/01/19,05:11,0.01
08/01/19,05:13,0.01
08/01/19,05:19,0.01
08/01/19,09:06,0.01
08/01/19,09:07,0.01
08/01/19,09:08,0.01
08/01/19,09:10,0.01
08/01/19,09:11,0.01
08/01/19,09:12,0.01
08/01/19,09:15,0.01
08/01/19,09:20,0.01
08/01/19,09:26,0.01
08/01/19,09:27,0.01
08/01/19,09:28,0.01
08/01/19,09:29,0.01
08/01/19,09:31,0.01
08/01/19,09:32,0.01
08/01/19,09:34,0.01
08/01/19,09:36,0.01
08/01/19,09:57,0.01
08/01/19,10:14,0.01
08/01/19,13:28,0.01
08/01/19,13:32,0.01
08/01/19,13:50,0.01
08/08/19,03:54,0.02
08/08/19,03:55,0.01
08/08/19,03:56,0.01
08/08/19,03:59,0.01
08/08/19,04:11,0.01
08/08/19,05:03,0.01
08/08/19,05:08,0.02
08/08/19,05:09,0.01
08/08/19,05:10,0.01
08/08/19,05:12,0.01
08/08/19,05:22,0.01
08/08/19,05:23,0.01
08/08/19,05:24,0.01
08/08/19,05:25,0.01
08/08/19,05:27,0.01
08/08/19,05:28,0.01
08/08/19,05:29,0.01
08/08/19,05:30,0.01
08/08/19,05:32,0.01
08/08/19,05:35,0.01
08/08/19,05:38,0.01
08/08/19,05:41,0.01
08/08/19,05:49,0.01
08/08/19,05:53,0.02
08/08/19,05:54,0.03
08/08/19,05:55,0.04
08/08/19,05:56,0.02
08/08/19,05:57,0.02
08/08/19,05:58,0.02
08/08/19,05:59,0.01
08/08/19,06:00,0.02
08/08/19,06:02,0.01
08/08/19,06:07,0.01
08/08/19,07:14,0.01
08/08/19,09:42,0.01
08/08/19,09:47,0.03
08/08/19,09:48,0.03
08/08/19,09:49,0.01
08/08/19,09:50,0.01
08/08/19,09:51,0.01
08/08/19,09:52,0.01
08/08/19,09:53,0.01
08/08/19,09:54,0.01
08/08/19,09:56,0.01
08/08/19,09:57,0.01
08/08/19,09:58,0.01
08/08/19,10:00,0.01
08/08/19,10:02,0.01
08/08/19,10:04,0.01
08/08/19,10:06,0.01
08/08/19,10:09,0.01
08/08/19,10:11,0.01
08/08/19,10:14,0.01
08/08/19,10:19,0.01
08/08/19,10:23,0.01
08/08/19,10:27,0.01
08/08/19,10:29,0.01
08/08/19,10:31,0.01
08/08/19,10:32,0.01
08/08/19,10:33,0.01
08/08/19,10:34,0.01
08/08/19,10:36,0.01
08/08/19,10:38,0.01
08/08/19,10:41,0.01
08/08/19,10:44,0.01
08/08/19,10:49,0.01
08/08/19,11:02,0.01
08/08/19,11:10,0.01
08/08/19,11:16,0.01
08/08/19,11:21,0.01
08/08/19,11:22,0.01
08/08/19,11:24,0.01
08/08/19,11:26,0.01
08/08/19,11:46,0.01
08/08/19,11:48,0.01
08/08/19,11:49,0.02
08/08/19,11:51,0.01
08/08/19,11:52,0.01
08/08/19,11:53,0.01
08/08/19,11:54,0.01
08/08/19,11:55,0.01
08/08/19,11:56,0.01
08/08/19,11:57,0.02
08/08/19,11:58,0.01
08/08/19,11:59,0.01
08/08/19,12:02,0.01
08/08/19,12:05,0.01
08/08/19,12:11,0.01
08/08/19,12:13,0.01
08/08/19,12:17,0.01
08/08/19,12:19,0.01
08/08/19,12:21,0.02
08/08/19,12:22,0.01
08/08/19,12:23,0.01
08/08/19,12:24,0.01
08/08/19,12:25,0.01
08/08/19,12:29,0.01
08/08/19,12:33,0.01
08/08/19,12:39,0.01
08/08/19,12:40,0.01
08/08/19,12:41,0.01
08/08/19,12:43,0.01
08/08/19,12:49,0.01
08/08/19,13:25,0.01
08/08/19,21:22,0.01
08/08/19,21:31,0.01
08/08/19,21:32,0.01
08/08/19,21:33,0.01
08/08/19,21:35,0.01
08/08/19,21:36,0.01
08/08/19,21:37,0.01
08/08/19,21:38,0.03
08/08/19,21:39,0.02
08/08/19,21:40,0.04
08/08/19,21:41,0.03
08/08/19,21:42,0.03
08/08/19,21:43,0.02
08/08/19,21:44,0.02
08/08/19,21:45,0.02
08/08/19,21:46,0.01
08/08/19,21:47,0.02
08/08/19,21:48,0.02
08/08/19,21:49,0.01
08/08/19,21:50,0.02
08/08/19,21:51,0.01
08/08/19,21:52,0.02
08/08/19,21:53,0.03
08/08/19,21:54,0.02
08/08/19,21:55,0.01
08/08/19,21:56,0.01
08/08/19,22:06,0.01
08/08/19,22:07,0.01
08/08/19,22:08,0.01
08/08/19,22:10,0.01
08/08/19,22:14,0.01
08/08/19,22:18,0.01
08/08/19,22:23,0.01
08/08/19,22:24,0.01
